Batch_ID,Brew_Date,Beer_Style,SKU,Location,Fermentation_Time,Temperature,pH_Level,Gravity,Alcohol_Content,Bitterness,Color,Ingredient_Ratio,Volume_Produced,Total_Sales,Quality_Score,Brewhouse_Efficiency,Loss_During_Brewing,Loss_During_Fermentation,Loss_During_Bottling_Kegging
7750743,01-01-2020 00:52,Porter,Cans,Jayanagar,18,17.14212485,4.719483202,1.071754101,4.864313678,22,6,1:0.35:0.19,2543,19966.05782,6.558273636,74.45462194,1.665755857,4.805570951,3.478022124
3095549,01-01-2020 00:53,Lager,Cans,Rajajinagar,11,24.76079015,4.638379771,1.030073023,5.569588953,34,19,1:0.33:0.27,3275,12849.7736,7.459732139,83.49717403,2.984299221,2.477545371,3.60023435
9538815,01-01-2020 00:53,Wheat Beer,Cans,Whitefield,19,24.08133629,4.976187353,1.041695407,5.110238865,40,16,1:0.28:0.20,2868,14579.08164,6.858111362,77.58701494,4.742289255,3.876823331,2.867128213
2572600,01-01-2020 00:53,IPA,Kegs,HSR Layout,15,20.64479186,5.052872588,1.033457596,4.62399154,57,17,1:0.25:0.11,864,3041.107035,9.275501612,86.76924261,4.088578028,4.670808827,2.683568157
2115552,01-01-2020 00:54,Ale,Bottles,HSR Layout,12,15.15758559,4.535998404,1.069352568,5.860472018,50,19,1:0.29:0.18,4402,16532.33656,8.748532626,87.92063352,2.323518948,2.051740023,1.21310738
7499006,01-01-2020 00:54,Sour,Bottles,Yelahanka,15,22.97570286,5.35849216,1.047707476,4.880578598,27,6,1:0.24:0.20,4646,19005.55943,7.455522005,81.3126829,2.562304843,2.46964652,4.758363952
6371992,01-01-2020 00:54,Lager,Kegs,Whitefield,14,23.04428254,4.620267097,1.063193124,4.908117382,48,7,1:0.47:0.21,4205,1346.931599,9.253194929,75.79607794,4.460918286,2.525452604,2.572511747
7967832,01-01-2020 00:54,IPA,Kegs,Malleswaram,10,15.51596003,5.301111101,1.045284259,5.162959469,54,13,1:0.22:0.26,3503,2924.059453,6.989381465,80.3095092,1.926554496,4.997695884,3.842623849
6082384,01-01-2020 00:54,Pilsner,Kegs,Rajajinagar,11,17.84338208,5.385224142,1.047392713,5.404927767,44,17,1:0.39:0.28,509,12349.13874,8.078811717,86.80574271,3.940707512,3.875609165,1.379343629
4324777,01-01-2020 00:54,Lager,Kegs,HSR Layout,13,18.68708647,4.941869909,1.079538202,5.881492961,32,12,1:0.20:0.25,4442,14834.30583,7.518552738,83.71997037,3.515145132,1.638169021,3.690257963
4038844,01-01-2020 00:54,Sour,Kegs,Indiranagar,15,19.29238121,4.908914552,1.055984928,5.092195334,45,9,1:0.42:0.22,4928,8247.103659,8.060497557,77.2674071,1.098219733,4.038641029,1.496432479
2406663,01-01-2020 00:54,Sour,Cans,Jayanagar,19,20.39433469,4.613611449,1.061138727,5.503944537,34,18,1:0.29:0.17,2767,18249.60925,8.606014014,73.56466636,3.614071636,3.381613805,2.217861112
5263144,01-01-2020 00:55,Lager,Pints,Koramangala,16,23.95347891,5.015572263,1.030339682,5.785798852,25,11,1:0.42:0.19,1467,13617.89022,8.747385122,80.12047063,1.523088325,2.486574445,2.490510447
6425455,01-01-2020 00:55,Ale,Kegs,Yelahanka,16,18.38500668,4.880596061,1.044467123,5.17022612,32,7,1:0.49:0.18,4189,11032.07425,7.371381001,78.62440009,3.507010682,3.896619119,2.974281618
3036451,01-01-2020 00:55,Wheat Beer,Pints,Marathahalli,19,18.11352191,5.351565291,1.04265204,5.490818019,44,10,1:0.26:0.18,1774,17697.89748,7.440242005,80.42319534,4.211229364,3.046510637,4.06528158
1435175,01-01-2020 00:55,Stout,Kegs,Rajajinagar,17,21.80079147,5.133511216,1.034331042,5.272598154,53,13,1:0.42:0.14,1718,16901.27247,6.722907209,85.69539025,2.818434418,1.9176831,2.081960355
356761,01-01-2020 00:56,Pilsner,Cans,Yelahanka,15,17.53888225,4.747017531,1.039863089,4.615636005,46,9,1:0.40:0.15,612,11440.13992,9.37341342,83.40561955,1.819535678,3.540671532,3.905663174
9570425,01-01-2020 00:56,Stout,Cans,Koramangala,12,18.34993061,5.043018375,1.072064821,5.703392835,54,5,1:0.49:0.26,4030,12752.19876,7.463351615,85.22920354,3.711593239,3.198686218,1.887305106
3672882,01-01-2020 00:56,Sour,Kegs,Electronic City,15,19.53622183,5.349413594,1.072541066,4.898510437,29,16,1:0.39:0.23,1890,8680.145122,9.956903599,78.61544765,4.497397626,4.861567687,3.735676842
1357784,01-01-2020 00:56,Lager,Cans,HSR Layout,13,22.65162078,5.016240814,1.031363341,5.78007683,30,11,1:0.50:0.25,3054,12978.67707,6.639939196,75.28694463,2.187442919,4.539066634,2.43699103
2484479,01-01-2020 00:56,IPA,Cans,HSR Layout,11,16.34399355,4.684415547,1.040688118,4.686181086,54,9,1:0.33:0.27,1782,2454.709558,8.606113145,74.82196395,2.374380596,4.898941355,2.933921067
7084976,01-01-2020 00:57,Wheat Beer,Cans,Koramangala,16,15.93818438,4.785992721,1.041256375,5.387812382,33,13,1:0.29:0.23,1415,3833.413473,6.411102879,87.98131676,2.457698215,2.733388154,2.409052082
5573530,01-01-2020 00:57,Stout,Cans,Indiranagar,10,23.43579575,4.703732426,1.035698562,5.241257819,54,11,1:0.36:0.15,4058,18841.88512,6.259134976,81.75094297,4.734532524,4.191548966,3.843828413
8829391,01-01-2020 00:58,Stout,Kegs,Whitefield,10,22.06390745,4.812022094,1.068212769,5.323656127,35,8,1:0.22:0.18,1125,7622.473397,8.74166924,75.72437031,3.125248451,4.255499002,4.988859566
5737821,01-01-2020 00:58,Lager,Bottles,Koramangala,13,19.97711523,4.80916192,1.050771322,5.115728551,34,7,1:0.25:0.27,4789,2794.580892,6.498932194,77.13869036,3.28680953,3.411519568,4.017309081
2515868,01-01-2020 00:58,IPA,Bottles,Indiranagar,14,20.15566742,4.516822225,1.062032675,5.588646193,46,6,1:0.47:0.28,520,12642.98196,7.843108474,76.90661407,3.478942943,4.573939689,1.868859038
5658532,01-01-2020 00:58,Porter,Kegs,Koramangala,16,24.04463396,5.427089935,1.030407361,4.571583482,26,7,1:0.43:0.16,4572,2512.411393,7.755057026,78.34391687,3.047010931,3.536985564,2.806322798
2706889,01-01-2020 00:59,Lager,Cans,Yelahanka,13,18.68187454,4.748643139,1.036422146,5.422505229,34,18,1:0.22:0.26,4035,19035.20804,7.612512678,79.42629297,4.533321606,2.839113809,4.952524039
6495907,01-01-2020 00:59,IPA,Cans,HSR Layout,15,21.4268967,5.042859163,1.047710255,5.247875113,25,17,1:0.31:0.18,1751,3948.143404,6.43306911,87.52295733,1.280938996,3.663271044,2.537207649
8129556,01-01-2020 00:59,Pilsner,Bottles,Malleswaram,10,24.49344698,4.601440508,1.060602528,5.755708437,28,5,1:0.30:0.29,4837,5983.694863,9.697726632,85.75540388,4.784244342,1.715688768,4.068759139
1390488,01-01-2020 01:00,Porter,Kegs,Marathahalli,19,21.21505914,5.331249216,1.042714022,4.503177429,28,5,1:0.41:0.14,4389,7041.056997,6.289402213,71.06877483,2.109868787,3.189598859,1.884790569
5677725,01-01-2020 01:00,Wheat Beer,Bottles,Rajajinagar,13,23.95618033,5.23602148,1.046703796,4.644427752,41,18,1:0.36:0.29,3245,8269.360736,7.651789539,76.75296817,2.298046866,2.085735029,1.42887404
2242808,01-01-2020 01:00,Sour,Bottles,Indiranagar,13,19.0681419,4.667028803,1.033681372,5.693426828,26,18,1:0.33:0.25,4727,11119.10345,7.022588074,70.41109935,1.050586292,1.557334095,3.560611497
2896813,01-01-2020 01:00,Stout,Pints,Indiranagar,19,23.10340131,4.690140757,1.033653043,5.624549494,26,11,1:0.48:0.29,1256,7656.127797,9.774598056,72.2779111,2.474445426,1.008928148,3.197971688
8401219,01-01-2020 01:00,Wheat Beer,Bottles,Koramangala,14,18.47418662,4.525967022,1.030171742,5.270436293,51,13,1:0.38:0.27,4398,12652.98348,6.517384344,77.44027105,3.629230022,3.544430833,2.348735298
9366232,01-01-2020 01:00,Pilsner,Bottles,HSR Layout,13,17.16818369,5.190865408,1.050900599,5.334663915,39,15,1:0.25:0.17,2484,18320.77093,6.154724377,72.77035727,2.87255681,1.177050427,1.310072326
3640364,01-01-2020 01:01,Stout,Cans,Whitefield,16,23.49488,5.48500793,1.076668317,5.371854658,26,8,1:0.41:0.18,3125,12815.08744,7.396444782,76.09576044,2.455216513,1.495783236,2.15765748
9501034,01-01-2020 01:01,Wheat Beer,Bottles,Marathahalli,15,24.53985702,4.929854546,1.041105585,4.881660635,49,7,1:0.22:0.13,3755,6379.05233,9.271502702,71.30873739,2.512593858,4.575126456,4.340669575
7175185,01-01-2020 01:01,Ale,Pints,Electronic City,15,24.20969054,4.628330033,1.070770129,5.865679467,55,16,1:0.24:0.28,1773,5829.110575,6.328051264,82.08184942,1.983865726,4.37692006,2.90412721
6085367,01-01-2020 01:01,Pilsner,Cans,Whitefield,18,19.49922202,4.855759666,1.064503107,4.916322346,50,5,1:0.47:0.27,3524,14689.67207,7.081364735,83.31856002,3.418372184,3.11099101,3.90035588
6552956,01-01-2020 01:01,Pilsner,Bottles,Yelahanka,16,23.19185675,5.244390289,1.053404557,5.646798179,45,10,1:0.27:0.13,2371,5611.195866,9.17908198,82.05723808,2.460934564,3.570631097,3.394431112
665155,01-01-2020 01:01,Pilsner,Cans,Rajajinagar,15,22.376951,5.322707967,1.068251131,4.646253225,25,17,1:0.21:0.20,3455,13978.0432,9.826442129,88.01180157,4.231190253,2.28387443,4.488584001
3431974,01-01-2020 01:02,Sour,Kegs,Yelahanka,11,21.93682822,5.431977277,1.037711079,5.392695555,49,9,1:0.38:0.25,3263,16927.10452,7.760628889,81.74538972,4.50287038,3.711692942,3.54813349
81082,01-01-2020 01:02,Stout,Pints,Koramangala,14,19.97799331,5.364815689,1.06530296,5.446737634,32,5,1:0.48:0.28,2851,6723.689331,8.862069023,76.07129506,3.979551128,4.804299566,1.873783481
8375393,01-01-2020 01:02,IPA,Bottles,Rajajinagar,12,17.74425272,5.286269997,1.065329343,5.184582506,48,16,1:0.36:0.22,3393,17837.54267,9.385175,79.32579158,1.611163132,1.131290859,4.222242707
2263529,01-01-2020 01:03,Wheat Beer,Kegs,Rajajinagar,15,22.30066998,5.324709923,1.079361055,5.058740344,45,10,1:0.32:0.23,4146,9156.132047,7.365717994,88.90340923,2.40382675,3.012151188,3.095959962
9216627,01-01-2020 01:03,Ale,Bottles,Yelahanka,10,22.1917394,5.145755879,1.031898384,4.957345692,57,19,1:0.42:0.10,1599,5171.505586,8.658364069,72.35121368,4.185768112,4.880423364,2.141315896
5271186,01-01-2020 01:03,Sour,Cans,Jayanagar,13,19.20579669,4.593439211,1.073975069,5.46259097,25,11,1:0.47:0.17,4582,6136.27971,6.706961351,89.08490909,1.303728697,3.622649619,3.456595112
7173517,01-01-2020 01:03,Porter,Pints,Electronic City,16,20.5554601,4.885102199,1.039465885,4.73235716,31,7,1:0.50:0.16,1577,10154.41456,7.588208759,81.75405656,2.435892792,1.565894148,3.299343182
2053601,01-01-2020 01:03,Porter,Bottles,Electronic City,16,22.85838422,5.385367722,1.063322141,5.702302719,48,10,1:0.21:0.28,536,16350.14201,6.201135541,73.76822621,4.836154246,3.746252306,3.093883076
3787079,01-01-2020 01:03,Sour,Kegs,Marathahalli,19,18.77814549,4.936125741,1.035628613,4.750952754,39,7,1:0.43:0.19,3846,15331.74559,6.211989143,75.66703684,1.667212648,1.419206213,2.096091094
9842531,01-01-2020 01:04,Ale,Pints,Indiranagar,14,24.16632086,5.094863891,1.03167434,5.896498921,36,7,1:0.35:0.26,4546,5510.500984,8.382695491,76.76394885,4.726927525,4.705272662,2.087207741
7175144,01-01-2020 01:04,Sour,Cans,Koramangala,10,16.95333121,5.181327651,1.063787804,4.598527212,57,9,1:0.29:0.11,4224,16335.81379,7.694945116,81.45231587,1.08960067,4.250333569,1.213771954
9595678,01-01-2020 01:05,Stout,Cans,HSR Layout,13,22.90142516,4.657335545,1.047110857,5.216340484,44,11,1:0.30:0.23,2761,4747.795236,6.084064139,80.42795819,1.285782277,4.654315299,2.375440224
7914732,01-01-2020 01:05,Porter,Pints,Jayanagar,18,16.09311944,4.660718083,1.034299753,5.718321845,40,14,1:0.24:0.16,3105,2856.380023,9.711381693,74.12950904,1.135278847,3.746819989,3.356275965
6599903,01-01-2020 01:05,Pilsner,Kegs,Whitefield,19,23.6138988,5.438630915,1.072801972,5.660862844,39,7,1:0.40:0.27,4916,2334.693434,7.994243108,78.80442518,3.323279289,4.864375279,4.754668447
7534015,01-01-2020 01:05,Lager,Cans,Yelahanka,11,16.77598404,4.869453543,1.051247104,5.655676398,43,11,1:0.35:0.12,2666,7595.340593,7.776495852,74.88073293,1.569421195,4.380951102,3.588280706
219755,01-01-2020 01:05,Porter,Bottles,Jayanagar,17,18.60920279,5.086781781,1.042859456,5.728052054,57,6,1:0.41:0.19,2322,19509.21619,8.448015993,89.52923233,1.703220698,3.648184156,1.124757418
8249257,01-01-2020 01:06,Porter,Kegs,Rajajinagar,18,22.95493446,4.764631258,1.062582959,5.705420066,41,12,1:0.30:0.27,4214,4901.374553,8.656863943,75.2015129,1.884854062,1.32638071,1.015905973
2081437,01-01-2020 01:06,Lager,Bottles,Koramangala,15,24.4471128,5.035341881,1.034552106,5.211994008,28,13,1:0.38:0.19,1599,10873.30347,9.083648544,82.60170555,3.973563283,2.58397319,3.800191109
76201,01-01-2020 01:06,Porter,Pints,Electronic City,11,17.88925025,4.741789878,1.06728468,4.767361737,29,9,1:0.43:0.15,1967,1075.221447,9.768626933,72.55185535,3.836981272,3.316278831,2.779901635
581331,01-01-2020 01:06,Ale,Cans,Yelahanka,19,16.41979544,4.635676926,1.069319404,5.992929009,34,7,1:0.47:0.16,4211,12078.02742,6.63539547,74.0132686,2.997129379,1.448804931,3.724687806
1768125,01-01-2020 01:06,Stout,Pints,Marathahalli,15,20.74299125,5.214204382,1.045077208,5.089245058,57,12,1:0.23:0.25,4289,3720.085085,8.008369959,86.76839155,2.960928775,1.992828162,4.740960347
8889385,01-01-2020 01:06,Pilsner,Bottles,Yelahanka,12,20.86142851,4.748996096,1.076260418,4.564602328,50,9,1:0.32:0.29,3615,6876.649399,9.896201176,81.21652536,4.324080491,1.107199738,1.126943759
8585716,01-01-2020 01:07,Lager,Cans,Electronic City,15,17.73656325,5.294713347,1.041836844,5.789686148,27,13,1:0.50:0.12,2906,3335.432039,8.689311845,70.87976634,1.073689271,3.625819967,3.449372083
7755543,01-01-2020 01:07,Sour,Bottles,Marathahalli,17,22.30861866,4.508707721,1.040318146,4.998631885,41,11,1:0.34:0.11,3130,8174.540462,6.52687084,83.76929636,3.103845347,3.262030837,1.061120921
4558056,01-01-2020 01:07,IPA,Cans,Rajajinagar,11,24.07329386,4.672240544,1.050658544,5.167765159,44,10,1:0.50:0.25,1781,6424.509552,8.946516655,87.87883717,3.816856815,4.01002685,1.597941872
2380576,01-01-2020 01:08,Lager,Cans,Indiranagar,12,23.82464673,5.164273713,1.073405734,5.617282225,59,9,1:0.22:0.17,1004,10448.54546,6.609553914,74.91233162,3.735577662,4.973489287,2.301492704
3386038,01-01-2020 01:08,Lager,Bottles,Rajajinagar,13,16.71276372,5.210948397,1.035796727,5.567523455,32,6,1:0.25:0.17,1642,8557.168818,7.152797875,77.80391079,3.223028016,4.179403747,2.352733107
7666371,01-01-2020 01:08,Sour,Kegs,Jayanagar,14,20.09324139,4.823887574,1.042837703,5.38714304,23,11,1:0.21:0.15,925,2944.300525,6.683910659,82.92695331,3.602165506,2.078017518,4.905447254
4550380,01-01-2020 01:08,Ale,Pints,Marathahalli,11,23.76534744,5.343022878,1.075775079,4.76132268,20,11,1:0.31:0.18,2735,5047.447956,6.467262241,71.45799156,3.090837078,3.661628536,2.492631111
4095972,01-01-2020 01:08,Wheat Beer,Cans,Marathahalli,15,18.95547804,5.371192962,1.073637185,5.813255789,28,5,1:0.37:0.27,833,9645.565715,6.279932171,84.96999748,4.352102997,2.729367402,1.337051166
4624402,01-01-2020 01:08,Lager,Pints,HSR Layout,14,23.78857212,4.971957179,1.048701684,5.799350125,42,13,1:0.24:0.12,4547,9341.185177,8.769991078,78.84794479,4.493642858,1.311877149,4.954772471
9945600,01-01-2020 01:08,Wheat Beer,Cans,Indiranagar,17,20.88304423,4.660009248,1.042061671,5.214807559,54,17,1:0.36:0.24,4102,9972.69909,9.664598722,77.62585354,2.251503556,3.528938821,1.927866125
4044937,01-01-2020 01:08,Sour,Cans,Electronic City,13,15.03237086,4.512310917,1.035273739,4.879681245,50,13,1:0.43:0.25,4558,13457.16209,8.965535713,76.17917998,1.82358585,3.836903894,1.478636942
2956551,01-01-2020 01:08,Wheat Beer,Kegs,HSR Layout,18,16.43211943,5.294574897,1.075586955,5.895840168,45,12,1:0.31:0.18,1538,17933.29558,6.187566807,89.72946738,4.40768368,3.906939132,4.009866541
1064820,01-01-2020 01:09,Wheat Beer,Cans,Jayanagar,14,18.59543009,4.731254239,1.06698497,5.236556771,22,9,1:0.36:0.23,885,19192.90881,9.542173144,77.44670877,3.008811319,3.444385214,4.633784893
9834259,01-01-2020 01:09,Ale,Kegs,HSR Layout,13,22.11963459,4.593357923,1.044091296,4.697805099,44,6,1:0.48:0.18,2755,19968.06581,8.325148369,77.01771833,2.553452882,1.957123634,3.166297487
3038911,01-01-2020 01:09,Porter,Cans,Indiranagar,17,24.81027233,5.194667716,1.030895938,5.647403871,50,8,1:0.47:0.25,3908,2793.431233,7.444373738,80.81398347,1.826111751,1.908896646,3.798408615
1047237,01-01-2020 01:09,Ale,Kegs,Koramangala,19,15.25900693,5.263635854,1.069772711,5.349016845,57,15,1:0.35:0.21,3592,8016.32674,6.193297752,79.22575654,2.730915984,4.858181736,2.731991667
5255998,01-01-2020 01:09,IPA,Bottles,Yelahanka,13,15.4396395,4.869252443,1.065895259,5.997416012,50,8,1:0.22:0.24,4953,2936.321635,8.766601668,88.99884447,2.924168493,3.431123261,1.392768571
5284739,01-01-2020 01:09,Pilsner,Bottles,Marathahalli,10,19.06786997,5.302420363,1.045046047,5.929768244,59,7,1:0.22:0.11,4837,12226.92708,6.141276703,76.65548066,4.012055476,1.550438314,3.42941892
7440226,01-01-2020 01:09,Stout,Cans,Yelahanka,16,22.69854765,5.229292039,1.032999783,5.600311053,29,17,1:0.31:0.28,4254,19792.58085,9.132352922,77.17192959,2.018649047,3.221841959,2.163967181
3070005,01-01-2020 01:10,Lager,Pints,Whitefield,13,24.30875922,5.028572755,1.074313675,5.006868034,57,5,1:0.37:0.26,793,8910.080807,8.107372934,83.15017009,3.380899765,4.150526581,2.528497011
6887142,01-01-2020 01:10,Lager,Pints,Whitefield,14,17.82158013,5.467285453,1.068469447,5.386277308,37,15,1:0.44:0.25,3235,15498.49953,9.173471441,88.48194207,3.844063836,1.362596663,1.704419178
2911665,01-01-2020 01:11,Ale,Pints,Marathahalli,17,18.46615464,5.039984214,1.048148919,4.959627321,39,15,1:0.43:0.25,4893,1179.625431,8.498361991,78.01595059,4.836350348,2.328880746,3.767729734
2038901,01-01-2020 01:11,Stout,Kegs,Marathahalli,18,21.55465747,5.322636884,1.070303431,4.533178187,48,19,1:0.21:0.17,1101,8381.149491,9.99892486,77.37171327,4.554097562,2.064969791,1.766793377
8800454,01-01-2020 01:11,Stout,Kegs,Whitefield,10,20.51947369,5.246333083,1.079696882,5.556481447,44,17,1:0.45:0.23,1798,18138.02668,7.435312698,85.45450761,3.496216562,2.851461,3.599176796
3191882,01-01-2020 01:11,Pilsner,Cans,Malleswaram,12,22.74575347,5.187940191,1.063481127,4.532620174,56,7,1:0.21:0.20,4737,12988.25512,6.813971009,86.68826665,4.322459348,4.686030985,3.785600939
9364586,01-01-2020 01:11,Stout,Cans,HSR Layout,15,20.93485208,4.713905935,1.05438914,4.886151131,44,6,1:0.45:0.15,3204,17370.67698,9.886818341,88.76519246,3.277905266,4.863343479,3.766704167
106403,01-01-2020 01:11,Pilsner,Pints,Jayanagar,11,23.03227017,4.50688047,1.062608546,5.031727681,59,15,1:0.41:0.24,1871,11386.4438,6.367809654,78.02058478,2.516130084,2.000001441,2.102011392
8819082,01-01-2020 01:11,Ale,Cans,HSR Layout,14,22.16690774,5.198219546,1.055567514,5.675959625,56,14,1:0.41:0.12,1751,19337.23343,7.809626206,77.25254094,4.068776258,4.945327515,2.924186463
2006492,01-01-2020 01:12,Ale,Pints,Koramangala,17,24.95234308,4.684440417,1.076892488,5.89261412,50,11,1:0.43:0.27,2855,1078.740278,6.249607829,83.17743691,3.997316542,3.459085081,4.208462457
7754372,01-01-2020 01:12,Pilsner,Kegs,HSR Layout,16,19.28754189,4.619718564,1.035023351,5.96295895,35,7,1:0.37:0.14,4883,8049.985437,9.183590393,75.88774961,2.326878129,4.822902065,1.127475199
9325402,01-01-2020 01:12,Porter,Pints,Rajajinagar,19,18.78661731,5.24084206,1.031145831,5.936488643,49,15,1:0.45:0.14,505,1393.565136,8.186435364,73.38842279,1.410399447,3.548394345,3.233118536
7944899,01-01-2020 01:12,Wheat Beer,Bottles,Electronic City,12,20.25759661,4.957484278,1.039176742,4.590358214,22,11,1:0.22:0.18,1354,2788.563396,8.831783789,75.68445606,4.19281523,2.308170418,4.008539346
195446,01-01-2020 01:13,Sour,Pints,Indiranagar,15,15.69584304,5.493963044,1.048485822,5.23627149,30,6,1:0.26:0.16,3426,14030.74826,6.389510996,88.48577459,2.942049382,4.590001898,1.134866917
9008801,01-01-2020 01:13,Ale,Cans,HSR Layout,13,20.05487766,5.096207945,1.032971619,4.893323482,41,19,1:0.37:0.29,2278,15837.61971,6.80112029,82.3679737,3.524552743,1.940247726,3.707931011
9533270,01-01-2020 01:13,Stout,Cans,Whitefield,12,15.63541465,4.697104674,1.064132393,5.225523963,53,14,1:0.48:0.28,2654,5661.323391,8.403953601,85.59567835,2.898750355,1.947601891,1.421774243
7756176,01-01-2020 01:13,Stout,Bottles,Electronic City,16,19.23872262,4.632404344,1.05859325,4.719526919,59,7,1:0.40:0.16,939,5409.527697,6.775129324,85.45191314,3.083693418,2.141994559,4.430004098
733267,01-01-2020 01:14,Pilsner,Pints,Jayanagar,14,15.70267774,4.790729371,1.031757538,4.738245975,58,10,1:0.23:0.20,4401,11654.8474,8.474772374,70.39093595,2.438852261,1.929133827,4.165644096
241144,01-01-2020 01:14,Ale,Pints,HSR Layout,16,24.46606318,5.132365536,1.048019246,5.977767928,21,13,1:0.49:0.11,1480,6113.628018,9.490272124,78.95331815,1.242449368,3.033607329,1.047718767
6909559,01-01-2020 01:14,Porter,Bottles,HSR Layout,14,21.64043709,5.389604749,1.079804402,4.78779311,58,16,1:0.37:0.14,1396,15950.53117,7.243939372,87.46691187,4.418305931,2.331542149,4.635473998
8571819,01-01-2020 01:14,Wheat Beer,Pints,Electronic City,15,20.78738171,4.76921433,1.059002253,4.96344377,28,19,1:0.45:0.16,4202,12026.09013,7.319255934,70.49241262,4.541932245,3.42447626,2.247687896
5427958,01-01-2020 01:15,IPA,Kegs,Malleswaram,17,19.09891022,4.989684613,1.0381458,4.771340395,31,16,1:0.34:0.14,1374,19385.4303,9.530397884,89.44807544,2.457864385,1.364234043,4.885338663
2604198,01-01-2020 01:15,Ale,Cans,Marathahalli,18,22.33469149,4.74237122,1.036350312,4.628903265,49,10,1:0.25:0.21,2458,8862.384757,8.744441412,88.28814925,3.957807446,4.580850316,3.456117301
6690562,01-01-2020 01:15,IPA,Cans,Indiranagar,13,15.02236143,5.041310945,1.04867164,5.82829806,33,16,1:0.45:0.17,1954,3839.646521,9.591625696,85.29558591,1.527533456,1.528890227,4.213472627
7866269,01-01-2020 01:15,Sour,Bottles,Marathahalli,14,24.76456683,4.652713079,1.045112525,5.411034708,26,14,1:0.29:0.13,3861,16976.0955,6.975430799,70.75557214,1.13505981,3.750861978,3.706311754
1235930,01-01-2020 01:15,Wheat Beer,Pints,Jayanagar,19,21.31826703,4.852597155,1.035227044,4.956358306,36,9,1:0.32:0.24,3425,9128.416873,7.079219247,85.32803406,4.363369424,1.424779107,1.961003083
9351180,01-01-2020 01:16,IPA,Cans,Indiranagar,11,22.41509199,4.65360746,1.067757693,5.646112566,25,10,1:0.37:0.27,3218,13776.91679,9.435090363,78.1703571,3.204294221,4.490371444,3.227259918
7061346,01-01-2020 01:16,Wheat Beer,Bottles,Malleswaram,14,15.95072619,4.78265575,1.036164231,5.857269284,49,10,1:0.47:0.26,4041,11719.91739,7.625675125,84.97437631,4.456637635,4.333330764,2.580285195
7530566,01-01-2020 01:16,IPA,Pints,Malleswaram,18,18.27301083,4.598400009,1.057459217,5.924596852,42,6,1:0.41:0.12,1529,1898.850258,9.260429338,84.74734748,1.587430223,3.555050311,1.639132061
9215162,01-01-2020 01:16,Sour,Bottles,Rajajinagar,15,24.52558182,5.461649135,1.036899247,5.42417009,48,7,1:0.43:0.25,1752,4204.353522,9.138917567,72.12737444,2.86652711,2.340869379,2.844468708
4146690,01-01-2020 01:17,Wheat Beer,Kegs,Koramangala,19,16.56471612,4.781263595,1.057920364,5.534483278,38,6,1:0.24:0.28,2395,14322.40627,7.943443991,76.30319807,2.284235556,1.807277071,4.464523709
7270025,01-01-2020 01:17,Sour,Cans,Electronic City,16,20.16008329,5.078513453,1.076711602,5.827043488,25,9,1:0.32:0.14,1063,6258.063962,8.12172126,71.0783373,3.286720029,1.897408217,1.914535743
2893174,01-01-2020 01:17,Lager,Pints,HSR Layout,16,20.10209486,4.699990797,1.060148598,5.279082802,45,7,1:0.38:0.17,1705,10954.7903,9.712565743,75.40780036,1.476143218,2.360588749,3.371963405
8430178,01-01-2020 01:17,Wheat Beer,Cans,Indiranagar,13,16.10137141,5.319047735,1.063456206,4.670417099,38,19,1:0.34:0.17,4083,9497.87267,8.836013284,84.41959357,2.298793444,4.479219763,2.790481015
6869892,01-01-2020 01:17,Lager,Pints,Yelahanka,16,21.350679,4.906023676,1.063938098,5.730590266,42,8,1:0.36:0.25,4971,11297.96536,7.952569995,87.04928595,4.038583455,3.274309919,2.072733952
8805751,01-01-2020 01:17,Wheat Beer,Kegs,Rajajinagar,19,20.27586948,4.840117623,1.03412083,5.898185738,57,16,1:0.40:0.27,2086,10987.35349,8.027443108,84.11610486,4.325704424,1.901223795,4.852070878
5487604,01-01-2020 01:17,Porter,Kegs,Whitefield,13,20.68885187,4.519676641,1.05224591,4.771439908,37,12,1:0.43:0.27,736,13308.64602,7.647792929,72.70998839,4.78579351,3.668754569,1.816263684
4376519,01-01-2020 01:17,Pilsner,Kegs,Whitefield,19,18.85662569,4.603107301,1.065851496,4.533905031,33,9,1:0.21:0.16,3287,13771.71721,6.918991405,79.22862454,2.866175281,1.209033356,2.996669466
8426041,01-01-2020 01:18,Lager,Kegs,Jayanagar,15,23.9092047,5.361829779,1.046970656,5.458910145,38,17,1:0.24:0.21,3637,10786.14321,8.428473123,71.85813225,2.670991253,1.864494504,4.270324862
6695307,01-01-2020 01:18,Pilsner,Cans,Koramangala,14,15.95115395,4.637409372,1.046317967,4.914232954,37,17,1:0.32:0.20,542,9703.847947,7.236272955,89.08512572,4.457969292,1.858705074,4.883810703
6062011,01-01-2020 01:18,Stout,Cans,Jayanagar,17,21.64143632,4.548574845,1.035518236,4.82511547,56,13,1:0.44:0.17,2836,7628.226412,6.222053706,83.47378106,1.481130177,2.187691826,4.741142653
8984180,01-01-2020 01:18,Sour,Pints,Marathahalli,13,23.65218685,5.045242715,1.057859429,5.362408448,39,14,1:0.42:0.16,2769,7164.645924,7.925721129,74.79257083,1.433671846,4.413795006,4.736079879
